artist,popularity,followers,genres,number_of_articles,positive_articles,negative_articles,average_sentiment_score
mark arm,1,403,,2,1,1,-0.007575757575757576
terry carter,0,11,,1,0,1,-0.22500000000000003
peter buck,25,1756,,3,2,1,0.4611111111111111
jim jones,53,720359,"gangster rap,harlem hip hop,trap",1,1,0,0.15000000000000002
jordan adetunji,72,216311,irish hip hop,1,1,0,0.33636363636363636
fanny brice,17,2401,"torch song,vintage jazz",1,0,0,0.0
chris rock,31,122730,"black comedy,comedy",1,0,0,0.0
jordy,50,170970,"alt z,gen z singer-songwriter,singer-songwriter pop",1,1,0,0.6
remixes,3,322,,1,1,0,0.13636363636363635
barry gibb,54,153718,soft rock,1,0,0,0.0
towa bird,50,91992,,1,0,1,-0.23376623376623376
yellowjackets,37,96273,"contemporary post-bop,jazz fusion,smooth jazz",1,1,0,0.1683862433862434
episode,4,13,,2,1,1,0.024981060606060604
isaac brock,6,242,,1,1,0,0.14242424242424243
lil duke,47,292799,atl trap,1,1,0,0.6
joe,66,1999906,"contemporary r&b,r&b,urban contemporary",5,2,0,0.09454545454545454
alynda segarra,20,2795,,2,1,1,0.014989177489177496
woody mcclain,0,15,,1,1,0,0.1090909090909091
barry manilow,64,1729900,"adult standards,mellow gold,soft rock,yacht rock",2,1,0,0.25
destroyer,43,177530,"art pop,chamber pop,indie rock,indietronica,noise pop,vancouver indie",1,1,0,0.15
margo price,51,137683,"alternative country,folk,nashville americana,new americana,outlaw country",4,4,0,0.4799107142857143
sumner stroh,3,236,,1,0,0,0.0
muse,77,8049154,"alternative rock,modern rock,permanent wave,rock",4,2,1,-0.022222222222222206
eric avery,1,1892,,3,2,1,0.17295574795574797
sugar ray,63,997361,"alternative metal,funk metal,pop rock,post-grunge",1,0,1,-0.21250000000000002
liam gallagher,58,1172434,"britpop,britpop revival,solo wave",13,9,2,0.10955294705294706
meg remy,0,95,,3,2,1,0.11450563325563323
panda bear,57,218916,"art pop,chamber pop,chillwave,dream pop,experimental pop,indie rock,indietronica,noise pop",1,1,0,0.25800865800865797
tom hanks,54,7525,hollywood,1,1,0,0.2954545454545454
whitney houston,79,10694789,"dance pop,pop",2,0,2,-0.19166666666666665
finn wolfhard,0,79,,1,1,0,0.21996753246753248
max richter,74,1044699,"compositional ambient,post-minimalism",1,1,0,0.12878787878787878
millie bobby brown,0,71,,3,2,0,0.2888888888888889
tommy thayer,1,981,,1,1,0,0.016287878787878785
rodney jerkins,27,18591,,2,2,0,1.45
nirvana,83,20920680,"grunge,permanent wave,rock",2,0,1,-0.07777777777777779
dave hause,36,41735,orgcore,2,2,0,0.7556818181818181
banda carnaval,63,2249485,"banda,musica mexicana,norteno",1,1,0,0.5
jim gaffigan,52,199734,"clean comedy,comedy",1,1,0,0.6666666666666667
cindy blackman santana,24,5109,rock drums,2,1,0,0.25
aubrey o'day,15,31080,,1,0,0,0.0
moon bin,0,56,,1,0,1,-0.2
taka,61,17798,,1,1,0,0.825
bryn terfel,46,26252,"classical bass,opera",1,0,0,0.0
flume,72,2470355,"australian dance,australian electropop,australian indie,downtempo,edm,indietronica",1,1,0,0.06875
cynthia weil,3,431,brill building pop,1,0,1,-0.2
madison hu,28,7537,,1,0,1,-0.20714285714285707
russell brand,34,20024,british comedy,1,0,0,0.0
tyler childers,79,2719686,"kentucky indie,kentucky roots,outlaw country",4,2,0,0.275
bktherula,61,283659,pluggnb,1,1,0,0.2333333333333333
gia woods,35,80583,alt z,1,1,0,0.2
taylor jenkins reid,0,642,,1,1,0,0.35
clara bow,0,141,hamburg indie,1,1,0,0.13636363636363635
lul g,25,27169,cali rap,1,0,0,0.0
jerry seinfeld,7,30765,comedy,1,1,0,0.4666666666666666
greg kihn,14,16947,,1,0,1,-0.2
young nudy,72,1555681,"pluggnb,rap,southern hip hop,trap",2,2,0,0.11515151515151516
kyiv,0,4,,1,1,0,0.16666666666666666
guru,55,318261,"boston hip hop,east coast hip hop,jazz rap",1,1,0,0.3545454545454545
jeff friedl,0,4,,1,1,0,1.0
rita lee,66,1449715,"mpb,tropicalia",1,0,1,-0.2
stephen stills,48,305722,"classic rock,country rock,folk,folk rock,mellow gold,singer-songwriter",3,2,0,0.09513888888888888
sam gellaitry,55,150665,"future bass,scottish electronic,vapor twitch",1,0,0,0.0
quinta brunson,14,112,,2,1,0,0.03409090909090909
nick zinner,24,926,,1,0,0,0.0
zane phillips,0,4,,1,1,0,1.5
malik,27,7467,,3,1,1,0.08750000000000001
barbz,13,521,speed up brasileiro,1,1,0,0.21818181818181817
peggy gou,67,995863,"electra,float house",1,1,0,0.6863636363636364
emma stone,58,53491,hollywood,1,0,0,0.0
jamal edwards,1,68,,1,0,1,-0.4545454545454546
andy cohen,0,245,,2,2,0,0.3181818181818182
king charles iii,0,1,,1,0,0,0.0
chris kirkpatrick,12,553,,1,1,0,0.06071428571428569
paul di'anno,34,49313,,1,1,0,0.23333333333333334
aisumasen,0,46,swedish doom metal,1,0,1,-0.1
verlaine,0,171,,1,1,0,0.2
hunter s. thompson,9,2518,,1,0,1,-0.3
stan,6,25,,3,1,1,-0.25
chris chaney,20,181,,1,0,1,-0.2318181818181818
reik,79,9176020,"latin arena pop,latin pop,mexican pop,reggaeton,urbano latino",1,0,0,0.0
marilyn monroe,46,274581,vintage hollywood,2,2,0,0.5708333333333333
deondra dixon,0,0,,1,1,0,0.1
john 5,40,101040,"instrumental rock,shred",2,1,1,0.26875
bowie,21,1351,,3,3,0,0.4230639730639731
stuart price,33,2151,,1,1,0,0.8350000000000001
brixton,6,14,,1,1,0,0.175
rex orange county,76,6302036,bedroom pop,2,2,0,0.375
bejeweled,0,17,,1,0,0,0.0
chris shiflett,39,17943,outlaw country,1,1,0,0.06493506493506493
nicolette larson,44,72564,yacht rock,1,0,1,-0.48333333333333334
vernon reid,21,6507,,3,2,1,0.12950336700336704
tom delonge,42,57262,san diego indie,8,6,2,0.07814303751803751
frontwoman,1,25,,1,1,0,0.25
sabrina peterson,0,11,,2,2,0,0.3125
trisha yearwood,59,1196718,"contemporary country,country,country dawn,country road",1,0,0,0.0
joseph quinn,13,35909,,2,0,1,-0.16666666666666666
bob weir,39,125907,"jam band,southern rock",10,2,5,-0.04762121212121212
billie holiday,67,1973889,"adult standards,harlem renaissance,jazz,jazz blues,soul,swing,torch song,vocal jazz",1,0,1,-0.0361111111111111
gary oldman,6,486,,1,0,1,-0.15
david lindley,34,27941,arab folk,1,1,0,0.09999999999999999
brooke dickson,0,0,,1,0,0,0.0
roundhouse,8,663,,1,1,0,0.005681818181818177
shaggy,74,2305931,"dance pop,pop rap,reggae fusion",1,1,0,0.032467532467532464
cutouts,25,4978,,1,1,0,0.11477272727272726
freddie gibbs,70,1342675,"alternative hip hop,hip hop,indiana hip hop,rap,underground hip hop",1,0,0,0.0
peaches,47,270090,"alternative dance,dance-punk,electroclash,escape room,neo-synthpop,new rave",1,1,0,0.7
brad wilk,23,762,,1,1,0,0.06818181818181818
passion pit,58,1245637,"indie rock,indietronica,modern rock,neo-synthpop,shimmer pop",1,0,0,0.0
john mellencamp,65,1775093,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",7,4,2,0.1260513296227582
soozie tyrell,2,630,,1,1,0,0.20208333333333334
soccer mommy,55,394932,"art pop,bubblegrunge,indie pop,indie rock,small room",5,2,3,-0.05527272727272727
steve vai,52,593025,"instrumental rock,metal guitar,shred",1,0,0,0.0
siouxsie,32,31314,,1,0,1,-0.69
danny gokey,61,435564,"ccm,christian alternative rock,christian music,idol",1,1,0,0.17857142857142858
benson boone,86,4089458,singer-songwriter pop,1,1,0,0.48636363636363633
fanboy,0,4,,1,0,0,0.0
warren zevon,56,423895,"country rock,folk,folk rock,piano rock,roots rock,singer-songwriter",1,1,0,0.8
pharoah sanders,47,170278,"avant-garde jazz,free jazz,hard bop,jazz,jazz funk,jazz saxophone,spiritual jazz",2,1,1,0.42500000000000004
joiner,3,561,,1,0,1,-0.6
richard blumenthal,0,1,,2,2,0,0.21338383838383837
lung cancer,0,0,,1,1,0,0.07499999999999998
hyunjin,47,410074,,1,1,0,0.475
ryder beer,7,1007,,1,1,0,0.3285714285714286
cinderella,58,1784240,"album rock,glam metal,hard rock",1,0,0,0.0
homosapien,20,492,,1,1,0,0.14166666666666664
mac mcanally,37,8949,trop rock,2,1,1,0.008333333333333331
loopy,47,100981,k-rap,1,1,0,0.4
mark stewart,18,6473,"bristol indie,experimental dub",1,0,1,-0.2
lil jon,75,1630698,"atl hip hop,crunk,dance pop,dirty south rap,old school atlanta hip hop,pop rap,southern hip hop,trap",3,3,0,0.20835738335738332
sam heughan,13,609,,1,1,0,0.25
klum,0,42,,1,1,0,0.16767676767676767
advocacy,4,424,,1,0,1,-0.175
eddy lover,65,527123,"panamanian pop,reggaeton",1,1,0,0.5
mojo nixon,31,22963,"cowpunk,psychobilly",1,0,1,-0.2
zz top,72,4569081,"album rock,blues rock,classic rock,hard rock,rock",1,1,0,0.5
michael phelps,0,66,,1,1,0,0.4
sam pounds,35,1456,,3,3,0,0.16570466570466572
kid harpoon,26,2826,medway sound,1,1,0,0.32386363636363635
matt rogers,46,4359,,1,0,1,-0.4318181818181818
holder,13,413,,1,1,0,0.275
stephen perkins,26,517,,2,1,1,0.12499999999999999
lauren mayberry,44,26285,,4,4,0,0.296969696969697
tini,79,8567245,"latin pop,latin viral pop,pop argentino",1,0,1,-0.1294642857142857
capella grey,55,60424,pop rap,1,0,1,-0.09107142857142857
stereolab,52,344327,"alternative rock,art pop,experimental,experimental pop,experimental rock,indietronica,neo-psychedelic,no wave,noise pop",1,1,0,0.032467532467532464
lasso,73,891936,pop venezolano,3,3,0,0.374025974025974
tommy genesis,60,214131,"alternative r&b,bc underground hip hop,canadian hip hop,canadian trap,escape room,trap queen",1,1,0,0.35
mavis staples,51,110184,"black americana,soul,southern soul,spirituals",5,4,1,0.35333333333333333
slash,59,3113611,"hard rock,rock",7,4,2,0.15455962688105546
jess williamson,38,26555,"alternative americana,countrygaze",2,2,0,0.31477272727272726
bunny jackson,0,2,,1,0,1,-0.15000000000000002
randy ortiz,12,1265,,1,0,0,0.0
jawbreaker,40,106264,"emo,emo punk,indie punk,orgcore,post-hardcore,punk",1,1,0,0.35
louis cato,28,7783,,1,0,1,-0.3412698412698413
gillis,1,22,,1,0,1,-0.1305555555555556
saturnine,27,729,,1,1,0,0.13636363636363635
grace jones,55,343145,art pop,3,1,1,0.1125
dan bern,23,9044,,1,1,0,0.23246753246753246
